character_name_zh,catalog_name_zh,hoyowiki_entry_id,hoyowiki_detail_page_url,source_type,source_page_url,source_image_url,local_path,image_format,mime_type,http_content_type,width,height,file_size_bytes,sha256,has_alpha_channel,duplicate_of,status,error
莱依拉,莱依拉,2859,https://wiki.hoyolab.com/pc/genshin/entry/2859?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/2859?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/11/16/47826599/d78c64527941436b02a89131c5da9607_9171538332513333796.png,Characters/Illustrations/Wish/莱依拉_2859.png,PNG,image/png,image/png,1200,1200,1917592,f0c28e38aeb11d4ed5c595f9f8c8fd4bb9d660d08e0ea86deee4516164ff8b8f,true,,success,
珐露珊,珐露珊,2967,https://wiki.hoyolab.com/pc/genshin/entry/2967?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/2967?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/12/06/47826599/68f891b9f68ab114977e00200efb9e59_2337109451010255342.png,Characters/Illustrations/Wish/珐露珊_2967.png,PNG,image/png,image/png,1200,1200,894959,3fcd3a9dfc220103c5cc4869158d007db8e1e4a1b03a0b779dc520c467d08a18,true,,success,
流浪者,流浪者,2968,https://wiki.hoyolab.com/pc/genshin/entry/2968?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/2968?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/12/07/36540823/fbd7f995125646282e998d3cb3eb4f84_8344862488028034536.png,Characters/Illustrations/Wish/流浪者_2968.png,PNG,image/png,image/png,1298,1200,2028406,e80345d2449cf5da527175eadfb34b27ea951b397691801be887fef9ec5e446f,true,,success,
瑶瑶,瑶瑶,3335,https://wiki.hoyolab.com/pc/genshin/entry/3335?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3335?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/01/18/47826599/c178874ca89b6da072c6e7e7908d12f2_342880357200443434.png,Characters/Illustrations/Wish/瑶瑶_3335.png,PNG,image/png,image/png,1200,1200,717192,07a2d695ae28c14ac201301e27b7b94e4b44aa9f5a845cd9f50712bdc8d8d014,true,,success,
艾尔海森,艾尔海森,3336,https://wiki.hoyolab.com/pc/genshin/entry/3336?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3336?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/01/17/47826599/263c92ac7b067f2bbe5498291ff1827c_5190269290695312742.png,Characters/Illustrations/Wish/艾尔海森_3336.png,PNG,image/png,image/png,1200,1151,1705768,825f190acdd99561f657ed5b62b2f6ab8c68af5aaffe26ea60181c80b320fde7,true,,success,
米卡,米卡,3462,https://wiki.hoyolab.com/pc/genshin/entry/3462?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3462?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/03/20/47826599/c23402e9898c07b79495d181deca4c13_142825900544846020.png,Characters/Illustrations/Wish/米卡_3462.png,PNG,image/png,image/png,1200,1200,1424064,c990dedf20209b6538185f5be2e8960888238217e216934017e20296037cf0a6,true,,success,
迪希雅,迪希雅,3463,https://wiki.hoyolab.com/pc/genshin/entry/3463?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3463?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/02/27/47826599/dbba9ee7329ca34cc3a5e0449cc4c4c0_5276716169177222625.png,Characters/Illustrations/Wish/迪希雅_3463.png,PNG,image/png,image/png,1200,1000,1016784,d84e1fdf5ee2892a0b3e2ee0a181f3a9d959049353f167d80562e85ae2e1ddc3,true,,success,
卡维,卡维,3608,https://wiki.hoyolab.com/pc/genshin/entry/3608?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3608?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/05/01/47826599/8706d0f6385f31a35b94a761d4a7a627_8239890960684139716.png,Characters/Illustrations/Wish/卡维_3608.png,PNG,image/png,image/png,1200,1200,1454787,1bbc5b7a18c7757df1350543d278cd09c716f74e8f39d96f0d0969b458608762,true,,success,
白术,白术,3609,https://wiki.hoyolab.com/pc/genshin/entry/3609?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3609?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/05/01/47826599/0a29bc885777e12ff3db57de89034281_4147689959114191200.png,Characters/Illustrations/Wish/白术_3609.png,PNG,image/png,image/png,1200,1200,1496569,75e373f5f5bd2890c071eb82ea26af91b45f92bead63487f1b45fa442348d3a3,true,,success,
绮良良,绮良良,3719,https://wiki.hoyolab.com/pc/genshin/entry/3719?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3719?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/05/23/47826599/05015541c4d22079c8415938c9cbbe51_5249951412987112397.png,Characters/Illustrations/Wish/绮良良_3719.png,PNG,image/png,image/png,1200,1200,1227314,4d22a3fc98587f9c8d4b27239420d4d98d1fd94f384e3c50dab3d6e4bd97e962,true,,success,
琳妮特,琳妮特,3962,https://wiki.hoyolab.com/pc/genshin/entry/3962?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3962?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/08/16/47826599/dd6c06caae12cc7c52f08222eaf6c4f2_7081895361198255255.png,Characters/Illustrations/Wish/琳妮特_3962.png,PNG,image/png,image/png,1280,1280,236510,1be1dd0ca16c782737d3489590f903bc8239f163e10126e3acc9b1dce7441593,true,,success,
林尼,林尼,3963,https://wiki.hoyolab.com/pc/genshin/entry/3963?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3963?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/08/16/47826599/d2b9dcd2957d2b1a479ffbf9a2146960_8473412466788017395.png,Characters/Illustrations/Wish/林尼_3963.png,PNG,image/png,image/png,1280,1280,292620,26e3ac86061054f4014ffc4608f9168e540db5d6185c917c2cd65d5369fa7d3f,true,,success,
菲米尼,菲米尼,3964,https://wiki.hoyolab.com/pc/genshin/entry/3964?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/3964?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/09/06/88072335/3bbf849df340372fb83ff1f4a9583d0a_2774420375574645575.png,Characters/Illustrations/Wish/菲米尼_3964.png,PNG,image/png,image/png,1280,1280,375127,b468d6ebd81d1b5e656d95971ad86653e0f8adac032c17a09bd853e7d08059e5,true,,success,
莱欧斯利,莱欧斯利,4022,https://wiki.hoyolab.com/pc/genshin/entry/4022?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/4022?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/10/18/88072335/3fdf34f1b64ddfbd70fe9cf306cbc92d_6260001854711116896.png,Characters/Illustrations/Wish/莱欧斯利_4022.png,PNG,image/png,image/png,1280,1280,2124386,357b812e6fe46b629d46ce8e8781a6f15f5ed9b891dcefdcdb69dc56cb83011b,true,,success,
那维莱特,那维莱特,4023,https://wiki.hoyolab.com/pc/genshin/entry/4023?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/4023?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/09/27/169177528/6ece63f5f6805280554d805e9ccaf9a8_3698685678327407584.png,Characters/Illustrations/Wish/那维莱特_4023.png,PNG,image/png,image/png,1280,1280,2315605,40d752da5e039a0961d627dceceac860d38427cfe1c806067dd1cc5e675e4f51,true,,success,
芙宁娜,芙宁娜,4376,https://wiki.hoyolab.com/pc/genshin/entry/4376?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/4376?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/11/09/169177528/091538e3a538397a6f6a97725a293802_4677310585144326289.png,Characters/Illustrations/Wish/芙宁娜_4376.png,PNG,image/png,image/png,1280,1280,2505051,46347b5c666658a26057f44bb6a214bdda1f1cdd2ca7084225acf02d71249ea4,true,,success,
夏洛蒂,夏洛蒂,4377,https://wiki.hoyolab.com/pc/genshin/entry/4377?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/4377?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/11/10/82021897/45c552941667ceea4fabe74013738690_4532468784846688471.png,Characters/Illustrations/Wish/夏洛蒂_4377.png,PNG,image/png,image/png,1280,1280,2195585,0ee390434b76f4cd3c2f4d130decd08045babe9934f18f903e7355c1e1b41d8e,true,,success,
娜维娅,娜维娅,4576,https://wiki.hoyolab.com/pc/genshin/entry/4576?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/4576?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2023/12/18/157749474/bab863435d90316289c1769eed121cca_9096322425789703797.png,Characters/Illustrations/Wish/娜维娅_4576.png,PNG,image/png,image/png,1920,1920,2969589,55752e833e72361f6f91cbdb046dd087fb1381d40255fe382169b675d37ccf5c,true,,success,
夏沃蕾,夏沃蕾,4577,https://wiki.hoyolab.com/pc/genshin/entry/4577?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/4577?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/01/05/157749474/1f8081f5a87c97eafe2591738c0d2986_1317486640723627137.png,Characters/Illustrations/Wish/夏沃蕾_4577.png,PNG,image/png,image/png,1920,1920,2621082,db42c4ccdc2862279657cdf8c3f06c30bdc3d6a82160503700d9b69b10ac5e24,true,,success,
闲云,闲云,4774,https://wiki.hoyolab.com/pc/genshin/entry/4774?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/4774?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/01/31/327628065/28663bdf7852d92f76280bd81a650728_1050865447448565675.png,Characters/Illustrations/Wish/闲云_4774.png,PNG,image/png,image/png,1280,1280,1758443,574fe79b5939f2cf9510c3d4e620dd5c4ba3cc0ebb87511ef06a57a6bd4d303b,true,,success,
嘉明,嘉明,4775,https://wiki.hoyolab.com/pc/genshin/entry/4775?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/4775?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/01/30/157749474/c7a87fcbe02fe49014d8b901625ff18f_2629575536988389720.png,Characters/Illustrations/Wish/嘉明_4775.png,PNG,image/png,image/png,1280,1280,1617542,9e7055701c763638d09a77062c3c01d54615834a0d7abef63e9d7914cc348387,true,,success,
千织,千织,4946,https://wiki.hoyolab.com/pc/genshin/entry/4946?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/4946?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/03/13/327628065/2760dd6c9638da46586032f7b4dc0ef8_4823647322438162861.png,Characters/Illustrations/Wish/千织_4946.png,PNG,image/png,image/png,1280,1280,1139917,36a8439d2255b570073c4b9a307a33c22e2458180e61d9e79fd54611e785dd3d,true,,success,
阿蕾奇诺,阿蕾奇诺,5149,https://wiki.hoyolab.com/pc/genshin/entry/5149?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/5149?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/04/22/288375639/505d703495f94ef9138e025384bbb5d7_1385002172854910292.png,Characters/Illustrations/Wish/阿蕾奇诺_5149.png,PNG,image/png,image/png,1280,1280,1733682,0c39cd5ec49c78b87d8bf7c046f14d2d4e78bbcab0a5f6f4fea4be586039c481,true,,success,
克洛琳德,克洛琳德,5596,https://wiki.hoyolab.com/pc/genshin/entry/5596?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/5596?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/06/03/a850a2c6fcd9b1468760e556f2e6d706_2922154090351628142.png,Characters/Illustrations/Wish/克洛琳德_5596.png,PNG,image/png,image/png,640,640,697664,6acb46220582cce6fde521489f3eb5e01445e1576862e3488d34f2a62a3d9fe9,true,,success,
希格雯,希格雯,5597,https://wiki.hoyolab.com/pc/genshin/entry/5597?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/5597?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/06/21/d8f2091db2fbdb564d066e9595e2bd83_1806687439700285210.png,Characters/Illustrations/Wish/希格雯_5597.png,PNG,image/png,image/png,2048,2048,3244483,fc615294f03ede3035223ac49f7d6526861add2380d5f58a62b35936ef31f93b,true,,success,
赛索斯,赛索斯,5598,https://wiki.hoyolab.com/pc/genshin/entry/5598?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/5598?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/06/03/c9b2a2c06fa3f9fee19bd52f66ef4802_8446320454138430313.png,Characters/Illustrations/Wish/赛索斯_5598.png,PNG,image/png,image/png,640,640,503013,4067162f12b30651e3d44f6ba89f7f279a671dc2b412478aa0c3e13cb71801e3,true,,success,
艾梅莉埃,艾梅莉埃,5714,https://wiki.hoyolab.com/pc/genshin/entry/5714?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/5714?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/07/31/b263281d34fa5f03b789032ac40feb1c_8039831287876884560.png,Characters/Illustrations/Wish/艾梅莉埃_5714.png,PNG,image/png,image/png,1280,1280,2192950,b8554fda78b54687ef6993e5f120a1f63a4cb7aaf5472d8eb7ab9197c58b737a,true,,success,
基尼奇,基尼奇,6317,https://wiki.hoyolab.com/pc/genshin/entry/6317?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/6317?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/09/12/59b68bd99f0ded103af4c8c4098cca23_6304019452837594890.png,Characters/Illustrations/Wish/基尼奇_6317.png,PNG,image/png,image/png,1280,1280,1954289,add9fcf34e3dcec31d8c49ee11de8c6282c6a97b91f0940fbf17895bd7469445,true,,success,
卡齐娜,卡齐娜,6318,https://wiki.hoyolab.com/pc/genshin/entry/6318?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/6318?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/08/23/43500f5479cb96a62b3fa530e6fdd784_7221959347668369250.png,Characters/Illustrations/Wish/卡齐娜_6318.png,PNG,image/png,image/png,1280,1280,1415309,6187c4510e06385171ed393975af24411bc3ccc78fc7addc7f213fb1f90bcd4e,true,,success,
玛拉妮,玛拉妮,6319,https://wiki.hoyolab.com/pc/genshin/entry/6319?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/6319?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/08/26/cabadce3bb2274a4a2ab60eca8640ae4_6040487253680456464.png,Characters/Illustrations/Wish/玛拉妮_6319.png,PNG,image/png,image/png,1280,1280,1610735,f4108a74f6eb904780cfee59050e34d8be6f4a04294e3e22d6798ca927e9fe97,true,,success,
希诺宁,希诺宁,6924,https://wiki.hoyolab.com/pc/genshin/entry/6924?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/6924?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/09/25/d6b244ef6ec3df3bd36e51067d450f17_4308094211599377757.png,Characters/Illustrations/Wish/希诺宁_6924.png,PNG,image/png,image/png,1280,1280,1486275,0157aa3113b1c8a7923acd5cf639160b4bace42a09fa685e57413146b08a88c2,true,,success,
欧洛伦,欧洛伦,7079,https://wiki.hoyolab.com/pc/genshin/entry/7079?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7079?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/11/18/2aaf5609d6e105b58883480603332c29_8444797283733535126.png,Characters/Illustrations/Wish/欧洛伦_7079.png,PNG,image/png,image/png,1280,1280,817503,76b8d6e4c6750701fe20bec9d619db434e23d806d36d88c4ba27d7be0b750566,true,,success,
恰斯卡,恰斯卡,7080,https://wiki.hoyolab.com/pc/genshin/entry/7080?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7080?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/11/18/c199cc7559c343114d8dfdc075a8b253_6528018387235574538.png,Characters/Illustrations/Wish/恰斯卡_7080.png,PNG,image/png,image/png,1280,1280,1786968,9c94df86d1ed55cf99f6516816e6f9a15a4b51ebbf93326f7b63358f8da89c04,true,,success,
玛薇卡,玛薇卡,7299,https://wiki.hoyolab.com/pc/genshin/entry/7299?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7299?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/12/30/8c49e203b2126b3a821ea0231345ec98_3091022826680350135.png,Characters/Illustrations/Wish/玛薇卡_7299.png,PNG,image/png,image/png,1280,1280,1815092,d6d53390228eaf4ca67fb1772a4573d4cafe4af172e173be04c75b581d9270a6,true,,success,
茜特菈莉,茜特菈莉,7300,https://wiki.hoyolab.com/pc/genshin/entry/7300?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7300?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2025/01/13/142453215/9f0124bebef3fec2fb28c457f3ff10d3_4251314068157177974.png,Characters/Illustrations/Wish/茜特菈莉_7300.png,PNG,image/png,image/png,1280,1280,1417894,635cdd9698799d4060eb6dd9fec9122fbb086689526ac559651729646fa167cf,true,,success,
蓝砚,蓝砚,7301,https://wiki.hoyolab.com/pc/genshin/entry/7301?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7301?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/01/17/9ef5fbaa2a8cc87eeefba6699705b272_114518928269252871.png,Characters/Illustrations/Wish/蓝砚_7301.png,PNG,image/png,image/png,1280,1280,1383811,ca86bc1ad2526d375f16bbc5d1019bcb188db89a7b11e8bfd782aa2ca5c9b94a,true,,success,
梦见月瑞希,梦见月瑞希,7420,https://wiki.hoyolab.com/pc/genshin/entry/7420?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7420?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/02/08/5f834f2d2f59353d326b5e9b0cfa8a62_4851369671043769453.png,Characters/Illustrations/Wish/梦见月瑞希_7420.png,PNG,image/png,image/png,1280,1280,1304822,ec6cbf46b203dfa53b2cc7b959faa4788ba3edcb946db6c212ead23e8dc1481f,true,,success,
瓦雷莎,瓦雷莎,7488,https://wiki.hoyolab.com/pc/genshin/entry/7488?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7488?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2025/03/26/142453215/c5ced7309da2dd862475f376ec5709c4_3105703498390042901.png,Characters/Illustrations/Wish/瓦雷莎_7488.png,PNG,image/png,image/png,1024,1024,1552090,ea5bdab4df9687a8beb0617ec956a9a285074e29944e9598207fd9c311c53ff1,true,,success,
伊安珊,伊安珊,7502,https://wiki.hoyolab.com/pc/genshin/entry/7502?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7502?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/03/25/f08a20e1f317b31998bad3dec51b1839_669220128524491712.png,Characters/Illustrations/Wish/伊安珊_7502.png,PNG,image/png,image/png,1024,1024,823410,25f873db279084e5e3680ec78341e12799e060a4c89f5adc21263b550aad8242,true,,success,
爱可菲,爱可菲,7624,https://wiki.hoyolab.com/pc/genshin/entry/7624?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7624?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2025/05/02/142453215/b7df669dcf3d9608df1deee0673a389a_7467508180554883112.png,Characters/Illustrations/Wish/爱可菲_7624.png,PNG,image/png,image/png,1200,921,1359202,af8d2ce38770a8082dbd8cc8d68b5d0687e01ca92f1ffaa0b3bad047504e7a9f,true,,success,
伊法,伊法,7627,https://wiki.hoyolab.com/pc/genshin/entry/7627?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7627?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2025/05/02/142453215/8aa67df62d958135ebca0aa5a6fcca97_894024870255681245.png,Characters/Illustrations/Wish/伊法_7627.png,PNG,image/png,image/png,1200,1069,1487033,23b76d3a303229da31718424a5182aa4e9b231c87d5a7aa0c008a1f52e6b676a,true,,success,
丝柯克,丝柯克,7706,https://wiki.hoyolab.com/pc/genshin/entry/7706?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7706?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2025/06/18/142453215/605c46a122cf1ae6742bc935c7917c01_8392449253889776510.png,Characters/Illustrations/Wish/丝柯克_7706.png,PNG,image/png,image/png,2400,2048,3981062,a0bad150d68bedea09e87bfb939110441b602cf3398aafcf329bac406f45a330,true,,success,
塔利雅,塔利雅,7707,https://wiki.hoyolab.com/pc/genshin/entry/7707?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7707?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2025/06/18/142453215/3b0eab369a8607b3a2846901a31499df_5008064512210078626.png,Characters/Illustrations/Wish/塔利雅_7707.png,PNG,image/png,image/png,1200,1200,1221979,fe83bf08d7c65a14eec91a6dfe13546ab9d096c61ac3a9c490bacf5a8fa69738,true,,success,
伊涅芙,伊涅芙,7852,https://wiki.hoyolab.com/pc/genshin/entry/7852?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/7852?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/07/28/2137cad96bd2d0cff74e9445dc14e7c9_6232325440221526726.png,Characters/Illustrations/Wish/伊涅芙_7852.png,PNG,image/png,image/png,1024,1024,1715081,1f02a606df5fd22933d4ede709ddb503e1ca9afced84db6ae7b7a9d54f96c71b,true,,success,
菈乌玛,菈乌玛,8396,https://wiki.hoyolab.com/pc/genshin/entry/8396?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/8396?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/08/9975865ddff983342d8078a502eca55d_4585294072678059216.png,Characters/Illustrations/Wish/菈乌玛_8396.png,PNG,image/png,image/png,1024,1024,1707754,92abd69222149addc7fd97a8f935d474c2f2c02fc17312eb1477d7b740b8b9bc,true,,success,
爱诺,爱诺,8397,https://wiki.hoyolab.com/pc/genshin/entry/8397?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/8397?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/09/da3f113828412a8ac4b087ffad2d0744_1489047801581213345.png,Characters/Illustrations/Wish/爱诺_8397.png,PNG,image/png,image/png,1024,1024,1145362,9b385e82fe073dbd59803615527deae5224b85ff907494e74d5658e31310e2ca,true,,success,
菲林斯,菲林斯,8398,https://wiki.hoyolab.com/pc/genshin/entry/8398?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/8398?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/26/3a9eb7782ec7d6352307057e167a0fb4_935890101287890656.png,Characters/Illustrations/Wish/菲林斯_8398.png,PNG,image/png,image/png,1024,1024,1326416,898fcfccd8c2b0780297b264146a223c60556c99c67b3b1675402b539b48d4a7,true,,success,
奈芙尔,奈芙尔,8894,https://wiki.hoyolab.com/pc/genshin/entry/8894?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/8894?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/10/21/ceb16d3b8e497a899d18a8e8271f8042_8653669803149069589.png,Characters/Illustrations/Wish/奈芙尔_8894.png,PNG,image/png,image/png,1024,1024,1752273,ad793580851856f386db6880ab365f6cbb310a9729c4e1fd6412d2802f3d466b,true,,success,
杜林,杜林,9017,https://wiki.hoyolab.com/pc/genshin/entry/9017?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/9017?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/11/28/9352f983ce03638ab018280dd5a69a17_1314444071521781605.png,Characters/Illustrations/Wish/杜林_9017.png,PNG,image/png,image/png,1024,1024,1810662,a44e165727ffa12cfa5c8bdf2c0c9dc45a82e06bc7086d6c0183660ba168f52d,true,,success,
雅珂达,雅珂达,9018,https://wiki.hoyolab.com/pc/genshin/entry/9018?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/9018?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/12/01/f6845d003000f43eb4a6b2cbcb82d6bb_7865144463139138111.png,Characters/Illustrations/Wish/雅珂达_9018.png,PNG,image/png,image/png,1024,1024,827741,e6e2e19ce05bf7fb5a603b615b1fe6950853c900a5c5b710ca1411e0a664e06a,true,,success,
哥伦比娅,哥伦比娅,9121,https://wiki.hoyolab.com/pc/genshin/entry/9121?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/9121?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/13/041c4d6ada7be783b6e7d3d37a4f902d_1413776735054866630.png,Characters/Illustrations/Wish/哥伦比娅_9121.png,PNG,image/png,image/png,1024,1024,1710639,94b632023e5daa0e9c5bb535ce0a7b49b48accd54618988248c5dda2548b4ec2,true,,success,
