asset_key,display_name,source_title,source_kind,source_page_url,source_image_url,official_cdn_url,local_path,image_format,mime,width,height,bytes,sha256,duplicate_of,status,error
Jean,Jean,File:Jean Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Jean_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/b/b2/Jean_Side_Icon.png/revision/latest?cb=20220216201031&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Jean.png,Characters/Side/UI_AvatarIcon_Side_Jean.png,PNG,image/png,128,128,15193,b5af3806b6915303ef04d8c0a3c31e5db4e07a8125b74827212edf9c11e5680b,,success,
Jeht,Jeht,File:Jeht Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Jeht_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/a/a2/Jeht_Side_Icon.png/revision/latest?cb=20260521151046&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Jeht.png,Characters/Side/UI_AvatarIcon_Side_Jeht.png,PNG,image/png,128,128,17458,4ff3bf2eb0b9c2dbc0a800f47db7ab822286594737063e44d18deaee2050fad4,,success,
Kachina,Kachina,File:Kachina Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Kachina_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/c/c3/Kachina_Side_Icon.png/revision/latest?cb=20240828061547&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kachina.png,Characters/Side/UI_AvatarIcon_Side_Kachina.png,PNG,image/png,128,128,20162,72295ee8578e703be3848c1eca68a2f0dcde5226936db83f976b84e62db5322d,,success,
Kazuha,Kaedehara Kazuha,File:Kaedehara Kazuha Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Kaedehara_Kazuha_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kazuha.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kazuha.png,Characters/Side/UI_AvatarIcon_Side_Kazuha.png,PNG,image/png,128,128,15996,64b05d49de4f2262908c576bdf6dba8198f7e6d6e7436c9aa23f1641e3a57dac,,success,
Kaeya,Kaeya,File:Kaeya Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Kaeya_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kaeya.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kaeya.png,Characters/Side/UI_AvatarIcon_Side_Kaeya.png,PNG,image/png,128,128,15295,b072f260af6d5e0187ad832c2804abbbb2fc5a3dd41a36783b3d1cbadff8f375,,success,
Ayaka,Kamisato Ayaka,File:Kamisato Ayaka Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Kamisato_Ayaka_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ayaka.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ayaka.png,Characters/Side/UI_AvatarIcon_Side_Ayaka.png,PNG,image/png,128,128,16677,c9f82530f47b1a10e02dc103525c2d9f237adb3da1b97d2b27ca2e6ae700336d,,success,
Ayato,Kamisato Ayato,File:Kamisato Ayato Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Kamisato_Ayato_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ayato.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ayato.png,Characters/Side/UI_AvatarIcon_Side_Ayato.png,PNG,image/png,128,128,16908,2851953aa1e08b294fc5ce346b6bf44ce1758a161816c8d6a63148ee96d08fb4,,success,
Kaveh,Kaveh,File:Kaveh Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Kaveh_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kaveh.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kaveh.png,Characters/Side/UI_AvatarIcon_Side_Kaveh.png,PNG,image/png,128,128,20291,9fadbe162186601d44d8c00090d353877c81761ddb72e40dcc753cb3b79c3d6c,,success,
Keqing,Keqing,File:Keqing Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Keqing_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Keqing.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Keqing.png,Characters/Side/UI_AvatarIcon_Side_Keqing.png,PNG,image/png,128,128,33516,b40f31406808464ed097c1c67f417d682c8b461a46eadb23de2889fdfea4c372,,success,
Kinich,Kinich,File:Kinich Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Kinich_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/5/5b/Kinich_Side_Icon.png/revision/latest?cb=20240917124121&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kinich.png,Characters/Side/UI_AvatarIcon_Side_Kinich.png,PNG,image/png,128,128,16388,3476d2a56d085031dacbb4e0d0b9c9307b3ea005ca51f48dabbff02615658783,,success,
Kirara,Kirara,File:Kirara Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Kirara_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/1/1b/Kirara_Side_Icon.png/revision/latest?cb=20230524074326&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kirara.png,Characters/Side/UI_AvatarIcon_Side_Kirara.png,PNG,image/png,128,128,17629,2cfde9d58b94f3f4299f870f45174f70f5a5254b822603c80e65215d9fb30af2,,success,
Klee,Klee,File:Klee Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Klee_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Klee.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Klee.png,Characters/Side/UI_AvatarIcon_Side_Klee.png,PNG,image/png,128,128,22533,458f9df3f420f1c6e0045025453d9f5d0230f1344e3d23369c575957f523f765,,success,
Sara,Kujou Sara,File:Kujou Sara Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Kujou_Sara_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Sara.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Sara.png,Characters/Side/UI_AvatarIcon_Side_Sara.png,PNG,image/png,128,128,19318,64f4610e7a1745858852a19f84cbfdfa8b847faea59bd7c07f36b3cdc42f4e34,,success,
KukiShinobu,Kuki Shinobu,File:Kuki Shinobu Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Kuki_Shinobu_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/7/7d/Kuki_Shinobu_Side_Icon.png/revision/latest?cb=20220605062453&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_KukiShinobu.png,Characters/Side/UI_AvatarIcon_Side_KukiShinobu.png,PNG,image/png,128,128,18289,5e962c85f9577f9cecc25c3b52762f6e2ac12191fad382cb156e9620cd8d19b4,,success,
LanYan,Lan Yan,File:Lan Yan Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Lan_Yan_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/f/f0/Lan_Yan_Side_Icon.png/revision/latest?cb=20250124131235&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_LanYan.png,Characters/Side/UI_AvatarIcon_Side_LanYan.png,PNG,image/png,128,128,13635,d233771c11bfdd23ed63255dcf356d8bc52bccfcbdf72f5bd923aeb3fd05b57a,,success,
Lauma,Lauma,File:Lauma Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Lauma_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/e/e9/Lauma_Side_Icon.png/revision/latest?cb=20250910024821&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Lauma.png,Characters/Side/UI_AvatarIcon_Side_Lauma.png,PNG,image/png,128,128,16272,525ed2b7c50ca07ebc93680125e236ef1b2812a54243a91db93eea6da5cecbad,,success,
Layla,Layla,File:Layla Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Layla_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Layla.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Layla.png,Characters/Side/UI_AvatarIcon_Side_Layla.png,PNG,image/png,128,128,19152,0b7d42fdc231ef472318c8b5112e6f5641222c48d5e6cafb120a733bd290a336,,success,
Linnea,Linnea,File:Linnea Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Linnea_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/c/c1/Linnea_Side_Icon.png/revision/latest?cb=20260408075913&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Linnea.png,Characters/Side/UI_AvatarIcon_Side_Linnea.png,PNG,image/png,128,128,13285,b7654b0e3bfe1b1a54c99373ed940c793582bbe9a1417113ea4be7fa9323f2f4,,success,
Lisa,Lisa,File:Lisa Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Lisa_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Lisa.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Lisa.png,Characters/Side/UI_AvatarIcon_Side_Lisa.png,PNG,image/png,128,128,27359,03ea4985d2ce61eae076d807d3019c15e46dfeb540e05e4e3a6e7bf3d4e5fb40,,success,
Lohen,Lohen,File:Lohen Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Lohen_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/6/63/Lohen_Side_Icon.png/revision/latest?cb=20260520082825&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Lohen.png,Characters/Side/UI_AvatarIcon_Side_Lohen.png,PNG,image/png,128,128,13415,a42e0a7b36f7f491bb232d06d69c54f545eb4181392883c05ae684fe9f0a5303,,success,
PlayerGirl,Lumine,File:Lumine Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Lumine_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_PlayerGirl.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_PlayerGirl.png,Characters/Side/UI_AvatarIcon_Side_PlayerGirl.png,PNG,image/png,128,128,13531,c5372154dbbd58410af1e1c59d76cae689915360532a1c31cd56e55e23c6ddc1,,success,
Lynette,Lynette,File:Lynette Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Lynette_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/1/16/Lynette_Side_Icon.png/revision/latest?cb=20230816114309&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Lynette.png,Characters/Side/UI_AvatarIcon_Side_Lynette.png,PNG,image/png,128,128,11802,b086c1c552e1ce14c8ace8c7453ffa26bb477becbd0732ea30f2a27d192d6415,,success,
Lyney,Lyney,File:Lyney Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Lyney_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/6/6a/Lyney_Side_Icon.png/revision/latest?cb=20230816114307&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Lyney.png,Characters/Side/UI_AvatarIcon_Side_Lyney.png,PNG,image/png,128,128,16748,8463c29398606997f7caf9d9fb3d4685c766a8051bcbf78790dabb762c1d5623,,success,
Manekin,Manekin,File:Manekin Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Manekin_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/c/c6/Manekin_Side_Icon.png/revision/latest?cb=20251024003845&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Manekin.png,Characters/Side/UI_AvatarIcon_Side_Manekin.png,PNG,image/png,128,128,11458,0ea25a9f52af778d619a21428919ab11016bd2a89a81dc49537291b5b9055449,,success,
Manekina,Manekina,File:Manekina Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Manekina_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/2/20/Manekina_Side_Icon.png/revision/latest?cb=20251024003853&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Manekina.png,Characters/Side/UI_AvatarIcon_Side_Manekina.png,PNG,image/png,128,128,10598,99f878534b0085ff0669316d4fb9c538c9961258d56cc43c961048044d280f0d,,success,
Mavuika,Mavuika,File:Mavuika Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Mavuika_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/6/6c/Mavuika_Side_Icon.png/revision/latest?cb=20250101130209&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Mavuika.png,Characters/Side/UI_AvatarIcon_Side_Mavuika.png,PNG,image/png,128,128,15224,d13f4839f5a9f4759964c0bd469ec544aef2563051eea4742baf43259b014abc,,success,
MelusentGift,Melusent Gift,File:Melusent Gift Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Melusent_Gift_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/8/8b/Melusent_Gift_Side_Icon.png/revision/latest?cb=20260114090142&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_MelusentGift.png,Characters/Side/UI_AvatarIcon_Side_MelusentGift.png,PNG,image/png,128,128,15296,5a6a3f31d1c34a9c4b260c36ae397ca91696a35f1e25fc67410c94e9b9be8c6f,,success,
Mika,Mika,File:Mika Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Mika_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Mika.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Mika.png,Characters/Side/UI_AvatarIcon_Side_Mika.png,PNG,image/png,128,128,17301,89550b7ae0cee84fdbbf396072132e1e14dc86e68c0acdeb63604eff272eccca,,success,
Mona,Mona,File:Mona Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Mona_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Mona.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Mona.png,Characters/Side/UI_AvatarIcon_Side_Mona.png,PNG,image/png,128,128,29034,107757df201e9a05473f9a176141ce833e4f414c76d46eedf55f710020f75279,,success,
Mualani,Mualani,File:Mualani Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Mualani_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/8/80/Mualani_Side_Icon.png/revision/latest?cb=20240828060941&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Mualani.png,Characters/Side/UI_AvatarIcon_Side_Mualani.png,PNG,image/png,128,128,19528,d91ed1c2e3e590559573123ffc0d4dee69916fad5e179a75702394d6cf239256,,success,
Nahida,Nahida,File:Nahida Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Nahida_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Nahida.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Nahida.png,Characters/Side/UI_AvatarIcon_Side_Nahida.png,PNG,image/png,128,128,22670,ebcd4e51c07391d6e927f92e857f5c4cf07091990662a6c2d65fa207486978ad,,success,
Navia,Navia,File:Navia Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Navia_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/b/b2/Navia_Side_Icon.png/revision/latest?cb=20231220022158&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Navia.png,Characters/Side/UI_AvatarIcon_Side_Navia.png,PNG,image/png,128,128,21334,d35c1716941efb94393807ba8bf5b09e2fe5eac161b9a709f4e0f726bc8ffda7,,success,
Nefer,Nefer,File:Nefer Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Nefer_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/7/73/Nefer_Side_Icon.png/revision/latest?cb=20250911122111&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Nefer.png,Characters/Side/UI_AvatarIcon_Side_Nefer.png,PNG,image/png,128,128,15357,48531c81235ae60c567144978e39973b98f534dce8bf748bd7dc10bfb329aa9a,,success,
Neuvillette,Neuvillette,File:Neuvillette Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Neuvillette_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/2/26/Neuvillette_Side_Icon.png/revision/latest?cb=20230927122512&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Neuvillette.png,Characters/Side/UI_AvatarIcon_Side_Neuvillette.png,PNG,image/png,128,128,15544,edb47ab49b3b8d5bba85b2c00e22b87b6b948fb0b0bad9331cc960f9ac9028e3,,success,
Nicole,Nicole,File:Nicole Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Nicole_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/0/01/Nicole_Side_Icon.png/revision/latest?cb=20260413055156&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Nicole.png,Characters/Side/UI_AvatarIcon_Side_Nicole.png,PNG,image/png,128,128,15143,40d5912f1ec62c1ca261738806b43ca1a8d6a6569d5425485f76512ede9b2e7c,,success,
Nilou,Nilou,File:Nilou Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Nilou_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Nilou.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Nilou.png,Characters/Side/UI_AvatarIcon_Side_Nilou.png,PNG,image/png,128,128,19271,3a728f088e350841b7801395517b27826602cf5422ac316e9c1a2e90d21a19d7,,success,
Ningguang,Ningguang,File:Ningguang Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Ningguang_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ningguang.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ningguang.png,Characters/Side/UI_AvatarIcon_Side_Ningguang.png,PNG,image/png,128,128,17601,eefe5ef0a4c3da8dca77e3da22dde2720c30815c8269c3ae04fe1efafd769611,,success,
Noelle,Noelle,File:Noelle Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Noelle_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/1/15/Noelle_Side_Icon.png/revision/latest?cb=20210621213935&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Noelle.png,Characters/Side/UI_AvatarIcon_Side_Noelle.png,PNG,image/png,128,128,13803,f7f2175b7fea555870fee9c7a00dad4ec92836247a8dae26b70f9969baa0c397,,success,
None,None,File:None Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:None_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/c/c6/None_Side_Icon.png/revision/latest?cb=20210621213943&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_None.png,Characters/Side/UI_AvatarIcon_Side_None.png,PNG,image/png,128,128,6959,67d75f3038ea900559b29433e2bcbbe9db1497224cbc10b6f1d3846ce276fb05,,success,
Odette,Odette,File:Odette Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Odette_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/9/9b/Odette_Side_Icon.png/revision/latest?cb=20260812034002&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Odette.png,Characters/Side/UI_AvatarIcon_Side_Odette.png,PNG,image/png,128,128,13007,155a4f06b6dea8f5603121961c652d796fcf0eca965da1de58586b3734d8b8b1,,success,
Ororon,Ororon,File:Ororon Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Ororon_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/0/04/Ororon_Side_Icon.png/revision/latest?cb=20241120132656&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ororon.png,Characters/Side/UI_AvatarIcon_Side_Ororon.png,PNG,image/png,128,128,17840,db6380cb466ac4838cc1f74c1fa92ce0e504af1247686aa458fa9565714ceea4,,success,
Paimon,Paimon,File:Paimon Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Paimon_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/9/9d/Paimon_Side_Icon.png/revision/latest?cb=20211126132915&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Paimon.png,Characters/Side/UI_AvatarIcon_Side_Paimon.png,PNG,image/png,128,128,11185,61add41e4aa084b39a60843654dfcd60c16d7f50150f475fd54e69884554dfcf,,success,
PhantominBoots,Phantom in Boots,File:Phantom in Boots Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Phantom_in_Boots_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/2/25/Phantom_in_Boots_Side_Icon.png/revision/latest?cb=20240718231712&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_PhantominBoots.png,Characters/Side/UI_AvatarIcon_Side_PhantominBoots.png,PNG,image/png,128,128,18567,8970c5241aff9517f1bf32aed35d4f57d55e049eb5fbcac74aa82eb6a4c5531e,,success,
Prune,Prune,File:Prune Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Prune_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/0/07/Prune_Side_Icon.png/revision/latest?cb=20260520080108&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Prune.png,Characters/Side/UI_AvatarIcon_Side_Prune.png,PNG,image/png,128,128,15102,ffd633276315dedd68a2146b2d09ec8d2b4142851f681932482c28c65f770ce9,,success,
Qiqi,Qiqi,File:Qiqi Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Qiqi_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Qiqi.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Qiqi.png,Characters/Side/UI_AvatarIcon_Side_Qiqi.png,PNG,image/png,128,128,18620,03b591edcd7f472402b83e508bb8535d88be654b7be4954d5c8e5edf4c0eb268,,success,
Shougun,Raiden Shogun,File:Raiden Shogun Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Raiden_Shogun_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Shougun.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Shougun.png,Characters/Side/UI_AvatarIcon_Side_Shougun.png,PNG,image/png,128,128,16456,48a75eb9f4bc80cf23503017db90ae7535fc6250d5ed8e27b88d60bf75483f2b,,success,
Razor,Razor,File:Razor Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Razor_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Razor.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Razor.png,Characters/Side/UI_AvatarIcon_Side_Razor.png,PNG,image/png,128,128,17936,1d7e83becce3d5dd6a601f2594c6c604b9a190c73dbbd3ce8ff57241a711ebe3,,success,
Rosaria,Rosaria,File:Rosaria Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Rosaria_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Rosaria.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Rosaria.png,Characters/Side/UI_AvatarIcon_Side_Rosaria.png,PNG,image/png,128,128,17809,cdc4a9678c0a2d5fe54c53f931a113ff58da5ae9f7692e95a3fd147e52c92e99,,success,
SandroneNPC,Sandrone NPC,File:Sandrone NPC Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Sandrone_NPC_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/2/22/Sandrone_NPC_Side_Icon.png/revision/latest?cb=20260701055043&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_SandroneNPC.png,Characters/Side/UI_AvatarIcon_Side_SandroneNPC.png,PNG,image/png,128,128,14187,ac9e766aa07ac89737603b66a18f7248ce2bd3aae0e161191875e432643106bc,,success,
Sandrone,Sandrone,File:Sandrone Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Sandrone_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/8/8f/Sandrone_Side_Icon.png/revision/latest?cb=20260701055231&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Sandrone.png,Characters/Side/UI_AvatarIcon_Side_Sandrone.png,PNG,image/png,128,128,14982,ede8b771b96e8cae0a00a6139ee238655d7be04f191a706fd6cb540f658db4bf,,success,
Kokomi,Sangonomiya Kokomi,File:Sangonomiya Kokomi Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Sangonomiya_Kokomi_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kokomi.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Kokomi.png,Characters/Side/UI_AvatarIcon_Side_Kokomi.png,PNG,image/png,128,128,19826,db6c3ce194bb30ba4f819ccd227447946b54ea3cf5a77d9ac82a8331c7632a9f,,success,
